(19.3, 18.17), (19.34, 18.13), [225, 225, 225]
(14.56, 2.75), (14.57, 2.73), [225, 225, 225]
(18.23, 7.61), (18.07, 7.69), [225, 225, 225]
(22.35, 5.14), (22.35, 5.11), [225, 225, 225]
(2.93, 7.09), (2.93, 7.07), [225, 225, 225]
(21.7, 19.19), (21.7, 19.17), [225, 225, 225]
(9.72, 0.96), (9.72, 0.94), [225, 225, 225]
(3.18, 7.28), (3.18, 7.26), [225, 225, 225]
(1.85, 5.3), (1.85, 5.28), [225, 225, 225]
(21.48, 1.23), (21.48, 1.21), [225, 225, 225]
(20.21, 4.49), (20.1, 4.46), [225, 225, 225]
(6.88, 0.69), (6.88, 0.66), [225, 225, 225]
(4.2, 6.33), (4.2, 6.31), [225, 225, 225]
(21.17, 6.0), (21.18, 5.94), [225, 225, 225]
(21.45, 16.98), (21.45, 17.04), [225, 225, 225]
(24.78, 1.15), (24.78, 1.13), [225, 225, 225]
(17.31, 3.78), (17.13, 3.81), [225, 225, 225]
(6.6, 1.23), (6.6, 1.21), [225, 225, 225]
(4.13, 12.08), (4.08, 12.01), [225, 225, 225]
(22.56, 0.85), (22.56, 0.83), [225, 225, 225]
(1.33, 13.39), (1.33, 13.36), [225, 225, 225]
(16.62, 9.33), (16.65, 9.28), [0, 0, 0]
(6.45, 18.73), (6.45, 18.71), [225, 225, 225]
(12.16, 8.52), (12.22, 8.51), [225, 225, 225]
(13.18, 10.33), (13.12, 10.34), [0, 0, 0]
(8.18, 12.57), (8.18, 12.55), [225, 225, 225]
(0.8, 18.73), (0.8, 18.71), [225, 225, 225]
(20.17, 14.22), (20.2, 14.21), [225, 225, 225]
(0.19, 17.24), (0.19, 17.21), [225, 225, 225]
(1.85, 16.7), (1.85, 16.67), [225, 225, 225]
(20.43, 7.39), (20.43, 7.37), [225, 225, 225]
(18.77, 3.24), (18.77, 3.21), [225, 225, 225]
(21.02, 16.37), (21.08, 16.35), [225, 225, 225]
(24.81, 13.71), (24.81, 13.69), [225, 225, 225]
(24.07, 0.47), (24.07, 0.45), [225, 225, 225]
(17.79, 6.05), (17.82, 6.05), [225, 225, 225]
(22.69, 10.98), (22.74, 11.0), [225, 225, 225]
(13.5, 16.15), (13.53, 16.14), [225, 225, 225]
(16.28, 10.12), (16.25, 10.07), [0, 0, 0]
(9.29, 12.41), (9.29, 12.38), [225, 225, 225]
(23.95, 0.8), (23.95, 0.77), [225, 225, 225]
(9.72, 2.08), (9.72, 2.05), [225, 225, 225]
(15.03, 17.88), (15.09, 17.88), [225, 225, 225]
(8.52, 15.5), (8.52, 15.48), [225, 225, 225]
(15.32, 16.36), (15.35, 16.36), [225, 225, 225]
(0.22, 18.71), (0.22, 18.68), [225, 225, 225]
(23.21, 8.32), (23.21, 8.29), [225, 225, 225]
(10.4, 1.89), (10.4, 1.86), [225, 225, 225]
(21.46, 9.24), (21.44, 9.21), [225, 225, 225]
(22.35, 8.02), (22.35, 7.99), [225, 225, 225]
(8.02, 7.77), (8.02, 7.75), [225, 225, 225]
(17.83, 18.01), (17.79, 17.96), [225, 225, 225]
(17.81, 10.72), (17.87, 10.71), [0, 0, 0]
(2.07, 2.67), (2.07, 2.65), [225, 225, 225]
(12.14, 5.13), (11.99, 5.18), [225, 225, 225]
(11.28, 15.17), (11.25, 15.33), [225, 225, 225]
(5.34, 6.82), (5.34, 6.8), [225, 225, 225]
(22.84, 9.78), (22.84, 9.75), [225, 225, 225]
(3.21, 8.76), (3.21, 8.82), [225, 225, 225]
(16.57, 17.75), (16.64, 17.74), [225, 225, 225]
(5.71, 6.82), (5.71, 6.8), [225, 225, 225]
(21.04, 6.39), (21.06, 6.36), [225, 225, 225]
(7.84, 5.58), (7.84, 5.55), [225, 225, 225]
(13.12, 8.73), (13.24, 8.74), [225, 225, 225]
(16.92, 13.55), (16.97, 13.53), [225, 225, 225]
(13.33, 0.39), (13.33, 0.37), [225, 225, 225]
(4.17, 2.67), (4.17, 2.65), [225, 225, 225]
(14.72, 11.2), (14.78, 11.21), [0, 0, 0]
(22.78, 17.92), (22.78, 17.89), [225, 225, 225]
(24.32, 1.78), (24.32, 1.75), [225, 225, 225]
(11.47, 11.42), (11.43, 11.53), [0, 0, 0]
(23.76, 17.06), (23.77, 17.01), [225, 225, 225]
(3.83, 14.5), (3.83, 14.47), [225, 225, 225]
(3.61, 4.25), (3.61, 4.22), [225, 225, 225]
(20.52, 6.96), (20.53, 6.93), [225, 225, 225]
(0.06, 12.93), (0.06, 12.9), [225, 225, 225]
(10.22, 17.13), (10.22, 17.11), [225, 225, 225]
(2.01, 0.01), (2.01, -0.01), [225, 225, 225]
(23.13, 15.05), (23.17, 15.01), [225, 225, 225]
(3.24, 14.88), (3.24, 14.85), [225, 225, 225]
(5.8, 14.88), (5.8, 14.85), [225, 225, 225]
(10.74, 12.2), (10.74, 12.22), [225, 225, 225]
(23.86, 2.51), (23.86, 2.48), [225, 225, 225]
(22.01, 11.18), (21.94, 11.18), [225, 225, 225]
(12.96, 8.33), (12.96, 8.44), [0, 0, 0]
(3.58, 11.84), (3.65, 11.93), [0, 0, 0]
(19.84, 5.0), (19.92, 5.04), [0, 0, 0]
(2.62, 10.38), (2.62, 10.4), [225, 225, 225]
(20.25, 2.94), (20.25, 2.92), [225, 225, 225]
(16.6, 7.77), (16.49, 7.86), [225, 225, 225]
(8.89, 10.62), (8.88, 10.49), [225, 225, 225]
(4.2, 17.95), (4.2, 17.92), [225, 225, 225]
(13.16, 7.94), (13.07, 7.96), [225, 225, 225]
(24.94, 7.83), (24.94, 7.8), [225, 225, 225]
(2.28, 3.76), (2.28, 3.73), [225, 225, 225]
(6.08, 7.09), (6.08, 7.07), [225, 225, 225]
(5.09, 12.24), (5.03, 12.23), [225, 225, 225]
(23.77, 10.57), (23.76, 10.54), [225, 225, 225]
(16.68, 17.09), (16.72, 17.04), [225, 225, 225]
(12.03, 7.27), (12.05, 7.32), [225, 225, 225]
(23.98, 4.65), (23.98, 4.63), [225, 225, 225]
(19.6, 2.59), (19.6, 2.56), [225, 225, 225]
(23.3, 8.23), (23.3, 8.21), [225, 225, 225]
(16.21, 5.47), (16.26, 5.44), [225, 225, 225]
(0.99, 18.19), (0.99, 18.16), [225, 225, 225]
(20.86, 18.39), (20.93, 18.35), [225, 225, 225]
(6.6, 3.97), (6.6, 3.95), [225, 225, 225]
(24.52, 15.31), (24.55, 15.29), [225, 225, 225]
(22.69, 18.49), (22.69, 18.46), [225, 225, 225]
(4.2, 5.77), (4.2, 5.74), [225, 225, 225]
(2.9, 4.0), (2.9, 3.97), [225, 225, 225]
(3.79, 10.15), (3.74, 10.25), [225, 225, 225]
(19.18, 8.86), (19.16, 8.83), [225, 225, 225]
(17.66, 18.28), (17.71, 18.24), [225, 225, 225]
(20.43, 11.07), (20.44, 11.12), [225, 225, 225]
(2.16, 1.7), (2.16, 1.67), [225, 225, 225]
(19.41, 10.21), (19.36, 10.24), [225, 225, 225]
(5.12, 0.09), (5.12, 0.07), [225, 225, 225]
(14.64, 10.65), (14.68, 10.73), [0, 0, 0]
(24.35, 4.46), (24.35, 4.44), [225, 225, 225]
(18.95, 3.87), (18.83, 3.89), [225, 225, 225]
(2.93, 18.08), (2.93, 18.06), [225, 225, 225]
(1.73, 6.39), (1.73, 6.36), [225, 225, 225]
(13.07, 12.88), (13.1, 12.84), [0, 0, 0]
(4.08, 9.63), (4.19, 9.69), [225, 225, 225]
(21.02, 4.71), (21.02, 4.68), [225, 225, 225]
(16.83, 1.09), (16.81, 1.08), [225, 225, 225]
(4.57, 3.73), (4.57, 3.7), [225, 225, 225]
(16.92, 15.61), (16.97, 15.64), [225, 225, 225]
(24.35, 10.73), (24.35, 10.7), [225, 225, 225]
(19.33, 16.81), (19.38, 16.78), [225, 225, 225]
(19.84, 11.17), (19.73, 11.07), [225, 225, 225]
(14.09, 13.0), (14.06, 12.99), [0, 0, 0]
(2.13, 7.04), (2.13, 7.01), [225, 225, 225]
(6.07, 8.93), (6.15, 8.97), [225, 225, 225]
(0.93, 8.53), (0.93, 8.51), [225, 225, 225]
(19.57, 12.89), (19.63, 12.88), [225, 225, 225]
(22.07, 5.66), (22.07, 5.63), [225, 225, 225]
(14.99, 6.55), (14.95, 6.63), [225, 225, 225]
(6.57, 2.46), (6.57, 2.43), [225, 225, 225]
(3.4, 5.44), (3.4, 5.41), [225, 225, 225]
(18.89, 2.81), (18.89, 2.78), [225, 225, 225]
(21.98, 4.22), (21.98, 4.19), [225, 225, 225]
(16.19, 12.62), (16.22, 12.61), [0, 0, 0]
(19.37, 15.55), (19.4, 15.54), [225, 225, 225]
(16.7, 16.44), (16.7, 16.39), [225, 225, 225]
(2.01, 16.51), (2.01, 16.48), [225, 225, 225]
(11.85, 9.05), (11.85, 9.02), [225, 225, 225]
(19.94, 1.59), (19.94, 1.56), [225, 225, 225]
(1.27, 15.07), (1.27, 15.04), [225, 225, 225]
(2.16, 13.42), (2.16, 13.39), [225, 225, 225]
(6.57, 17.21), (6.57, 17.19), [225, 225, 225]
(24.97, 15.53), (24.97, 15.5), [225, 225, 225]
(20.87, 5.58), (20.8, 5.49), [225, 225, 225]
(17.36, 18.05), (17.4, 18.09), [225, 225, 225]
(17.98, 3.95), (17.82, 3.87), [225, 225, 225]
(13.38, 5.66), (13.47, 5.63), [225, 225, 225]
(6.64, 7.39), (6.64, 7.37), [225, 225, 225]
(10.31, 19.25), (10.31, 19.22), [225, 225, 225]
(23.18, 2.1), (23.18, 2.08), [225, 225, 225]
(16.77, 13.45), (16.88, 13.4), [225, 225, 225]
(21.58, 16.63), (21.57, 16.58), [225, 225, 225]
(16.14, 3.13), (16.14, 3.11), [225, 225, 225]
(24.91, 8.23), (24.91, 8.21), [225, 225, 225]
(2.22, 12.41), (2.22, 12.38), [225, 225, 225]
(4.79, 9.39), (4.78, 9.33), [225, 225, 225]
(2.83, 11.3), (2.85, 11.33), [225, 225, 225]
(1.73, 8.59), (1.73, 8.56), [225, 225, 225]
(10.86, 3.57), (10.86, 3.54), [225, 225, 225]
(24.29, 17.49), (24.29, 17.46), [225, 225, 225]
(1.02, 2.16), (1.02, 2.13), [225, 225, 225]
(17.91, 8.32), (17.96, 8.28), [0, 0, 0]
(12.94, 3.94), (12.92, 3.99), [225, 225, 225]
(6.08, 13.31), (6.08, 13.28), [225, 225, 225]
(20.03, 1.94), (20.03, 1.91), [225, 225, 225]
(21.85, 6.47), (21.85, 6.44), [225, 225, 225]
(7.56, 4.49), (7.56, 4.46), [225, 225, 225]
(7.25, 17.87), (7.25, 17.84), [225, 225, 225]
(21.91, 8.32), (21.91, 8.29), [225, 225, 225]
(8.95, 11.98), (8.95, 11.95), [225, 225, 225]
(21.82, 8.91), (21.82, 8.89), [225, 225, 225]
(23.55, 5.85), (23.55, 5.82), [225, 225, 225]
(10.59, 19.19), (10.59, 19.17), [225, 225, 225]
(24.07, 6.61), (24.07, 6.58), [225, 225, 225]
(12.33, 14.51), (12.3, 14.46), [0, 0, 0]
(21.39, 7.12), (21.39, 7.09), [225, 225, 225]
(22.28, 0.09), (22.28, 0.07), [225, 225, 225]
(1.85, 3.13), (1.85, 3.11), [225, 225, 225]
(19.97, 1.02), (19.97, 0.99), [225, 225, 225]
(1.08, 9.1), (1.08, 9.07), [225, 225, 225]
(16.87, 5.41), (17.02, 5.5), [225, 225, 225]
(16.0, 10.59), (16.04, 10.52), [0, 0, 0]
(7.41, 12.38), (7.46, 12.31), [225, 225, 225]
(6.77, 9.38), (6.81, 9.45), [225, 225, 225]
(11.03, 11.57), (11.01, 11.71), [225, 225, 225]
(10.15, 9.75), (10.15, 9.73), [225, 225, 225]
(2.9, 0.77), (2.9, 0.75), [225, 225, 225]
(12.5, 0.39), (12.5, 0.37), [225, 225, 225]
(10.06, 1.4), (10.06, 1.37), [225, 225, 225]
(4.54, 2.1), (4.54, 2.08), [225, 225, 225]
(16.51, 0.34), (16.51, 0.31), [225, 225, 225]
(15.18, 9.46), (15.06, 9.47), [0, 0, 0]
(10.03, 1.83), (10.03, 1.8), [225, 225, 225]
(1.57, 0.88), (1.57, 0.85), [225, 225, 225]
(4.66, 16.62), (4.66, 16.59), [225, 225, 225]
(4.6, 4.33), (4.6, 4.3), [225, 225, 225]
(24.35, 16.83), (24.35, 16.81), [225, 225, 225]
(2.78, 17.54), (2.78, 17.51), [225, 225, 225]
(2.87, 14.66), (2.87, 14.64), [225, 225, 225]
(6.54, 12.53), (6.6, 12.53), [225, 225, 225]
(2.38, 7.2), (2.38, 7.18), [225, 225, 225]
(11.5, 8.24), (11.53, 8.31), [225, 225, 225]
(7.22, 1.61), (7.22, 1.59), [225, 225, 225]
(8.09, 4.49), (8.09, 4.46), [225, 225, 225]
(19.26, 11.29), (19.19, 11.23), [0, 0, 0]
(13.4, 2.55), (13.39, 2.6), [225, 225, 225]
(11.88, 18.57), (11.88, 18.54), [225, 225, 225]
(14.0, 8.82), (14.15, 8.82), [225, 225, 225]
(15.31, 4.41), (15.31, 4.38), [225, 225, 225]
(1.48, 7.47), (1.48, 7.45), [225, 225, 225]
(10.74, 3.89), (10.74, 3.87), [225, 225, 225]
(1.11, 1.04), (1.11, 1.02), [225, 225, 225]
(16.62, 5.0), (16.71, 5.15), [225, 225, 225]
(20.54, 4.4), (20.51, 4.39), [225, 225, 225]
(24.05, 13.46), (24.1, 13.39), [225, 225, 225]
(24.1, 2.94), (24.1, 2.92), [225, 225, 225]
(21.45, 2.43), (21.45, 2.4), [225, 225, 225]
(10.62, 17.21), (10.62, 17.19), [225, 225, 225]
(9.04, 12.9), (9.04, 12.87), [225, 225, 225]
(0.0, 12.71), (0, 12.68), [225, 225, 225]
(15.95, 16.55), (15.96, 16.6), [225, 225, 225]
(11.94, 18.22), (11.94, 18.19), [225, 225, 225]
(5.31, 16.54), (5.31, 16.51), [225, 225, 225]
(9.69, 0.5), (9.69, 0.47), [225, 225, 225]
(21.45, 4.95), (21.45, 4.92), [225, 225, 225]
(14.23, 18.29), (14.23, 18.34), [225, 225, 225]
(16.04, 13.85), (16.12, 13.82), [225, 225, 225]
(24.81, 10.73), (24.81, 10.7), [225, 225, 225]
(20.37, 13.35), (20.43, 13.34), [225, 225, 225]
(8.83, 7.58), (8.82, 7.66), [225, 225, 225]
(11.88, 11.39), (11.94, 11.39), [0, 0, 0]
(11.41, 10.76), (11.37, 10.89), [225, 225, 225]
(12.02, 16.09), (12.11, 16.08), [225, 225, 225]
(0.93, 7.83), (0.93, 7.8), [225, 225, 225]
(14.2, 6.04), (14.2, 6.01), [225, 225, 225]
(0.34, 10.27), (0.34, 10.24), [225, 225, 225]
(15.94, 8.74), (15.79, 8.84), [225, 225, 225]
(19.37, 11.29), (19.27, 11.22), [0, 0, 0]
(11.3, 10.01), (11.23, 10.06), [225, 225, 225]
(2.44, 17.81), (2.44, 17.78), [225, 225, 225]
(16.14, 7.28), (16.08, 7.26), [225, 225, 225]
(12.74, 5.49), (12.88, 5.42), [225, 225, 225]
(9.88, 14.12), (9.88, 14.09), [225, 225, 225]
(12.47, 3.35), (12.47, 3.32), [225, 225, 225]
(3.46, 11.59), (3.39, 11.68), [225, 225, 225]
(16.96, 9.68), (16.99, 9.58), [0, 0, 0]
(6.67, 9.79), (6.6, 9.74), [225, 225, 225]
(13.55, 17.8), (13.61, 17.8), [225, 225, 225]
(20.0, 7.91), (20.0, 7.88), [225, 225, 225]
(16.75, 13.14), (16.89, 13.07), [0, 0, 0]
(22.38, 8.67), (22.38, 8.64), [225, 225, 225]
(23.55, 2.54), (23.55, 2.51), [225, 225, 225]
(19.6, 0.26), (19.6, 0.23), [225, 225, 225]
(10.65, 17.78), (10.65, 17.76), [225, 225, 225]
(17.83, 3.85), (17.66, 3.8), [225, 225, 225]
(4.95, 9.73), (4.86, 9.75), [225, 225, 225]
(1.39, 2.73), (1.39, 2.7), [225, 225, 225]
(4.75, 17.57), (4.75, 17.54), [225, 225, 225]
(4.01, 8.1), (4.01, 8.07), [225, 225, 225]
(11.37, 5.68), (11.47, 5.66), [0, 0, 0]
(0.25, 7.85), (0.25, 7.83), [225, 225, 225]
(2.47, 17.32), (2.47, 17.3), [225, 225, 225]
(0.03, 1.15), (0.03, 1.13), [225, 225, 225]
(20.4, 0.96), (20.4, 0.94), [225, 225, 225]
(22.65, 8.91), (22.65, 8.89), [225, 225, 225]
(2.75, 9.94), (2.74, 9.97), [225, 225, 225]
(8.61, 14.34), (8.61, 14.31), [225, 225, 225]
(10.62, 4.79), (10.62, 4.76), [225, 225, 225]
(0.59, 1.86), (0.59, 1.83), [225, 225, 225]
(16.13, 2.3), (16.15, 2.32), [225, 225, 225]
(3.7, 1.86), (3.7, 1.83), [225, 225, 225]
(24.04, 9.51), (24.04, 9.48), [225, 225, 225]
(14.94, 14.9), (15.0, 14.89), [225, 225, 225]
(12.75, 3.49), (12.74, 3.51), [225, 225, 225]
(9.07, 3.19), (9.07, 3.16), [225, 225, 225]
(22.13, 18.81), (22.13, 18.79), [225, 225, 225]
(22.13, 6.23), (22.13, 6.2), [225, 225, 225]
(17.13, 6.71), (17.13, 6.69), [225, 225, 225]
(17.13, 0.47), (17.13, 0.45), [225, 225, 225]
(24.57, 6.99), (24.57, 6.96), [225, 225, 225]
(24.85, 18.98), (24.85, 18.95), [225, 225, 225]
(23.7, 4.03), (23.7, 4.0), [225, 225, 225]
(12.51, 4.19), (12.49, 4.22), [225, 225, 225]
(1.36, 9.07), (1.36, 9.05), [225, 225, 225]
(5.52, 5.63), (5.52, 5.6), [225, 225, 225]
(3.72, 11.17), (3.81, 11.19), [225, 225, 225]
(5.09, 7.15), (5.09, 7.12), [225, 225, 225]
(15.93, 9.23), (15.86, 9.27), [0, 0, 0]
(20.19, 8.8), (20.19, 8.78), [225, 225, 225]
(5.74, 13.17), (5.74, 13.14), [225, 225, 225]
(11.41, 16.08), (11.5, 16.1), [225, 225, 225]
(11.67, 3.87), (11.67, 3.84), [225, 225, 225]
(13.47, 15.49), (13.57, 15.38), [225, 225, 225]
(13.37, 12.49), (13.42, 12.47), [0, 0, 0]
(19.21, 3.83), (19.12, 3.82), [225, 225, 225]
(22.5, 13.28), (22.56, 13.31), [225, 225, 225]
(12.19, 3.11), (12.19, 3.08), [225, 225, 225]
(3.33, 16.73), (3.33, 16.7), [225, 225, 225]
(8.18, 14.8), (8.18, 14.77), [225, 225, 225]
(0.71, 12.41), (0.71, 12.38), [225, 225, 225]
(4.85, 15.59), (4.85, 15.56), [225, 225, 225]
(8.06, 14.26), (8.06, 14.23), [225, 225, 225]
(6.14, 0.34), (6.14, 0.31), [225, 225, 225]
(0.93, 12.03), (0.93, 12.01), [225, 225, 225]
(8.98, 10.2), (8.92, 10.14), [225, 225, 225]
(11.71, 14.44), (11.62, 14.59), [225, 225, 225]
(20.59, 3.32), (20.59, 3.3), [225, 225, 225]
(13.49, 1.7), (13.48, 1.72), [225, 225, 225]
(4.54, 12.08), (4.48, 12.06), [225, 225, 225]
(8.73, 15.88), (8.73, 15.86), [225, 225, 225]
(14.12, 15.87), (14.15, 15.87), [225, 225, 225]
(18.39, 8.59), (18.53, 8.45), [225, 225, 225]
(17.47, 9.86), (17.34, 9.79), [225, 225, 225]
(4.07, 5.39), (4.07, 5.36), [225, 225, 225]
(2.44, 13.85), (2.44, 13.82), [225, 225, 225]
(19.27, 18.0), (19.31, 17.93), [225, 225, 225]
(21.64, 8.64), (21.64, 8.61), [225, 225, 225]
(0.09, 13.99), (0.09, 13.96), [225, 225, 225]
(20.51, 10.65), (20.54, 10.73), [225, 225, 225]
(17.99, 3.13), (18.0, 3.11), [225, 225, 225]
(10.28, 4.9), (10.28, 4.87), [225, 225, 225]
(24.51, 4.6), (24.51, 4.57), [225, 225, 225]
(13.97, 1.37), (13.94, 1.45), [225, 225, 225]
(12.92, 16.9), (12.95, 16.85), [225, 225, 225]
(9.48, 5.3), (9.48, 5.28), [225, 225, 225]
(20.69, 14.54), (20.73, 14.54), [225, 225, 225]
(10.59, 13.17), (10.59, 13.14), [225, 225, 225]
(10.96, 3.43), (10.96, 3.4), [225, 225, 225]
(21.14, 5.06), (21.14, 5.03), [225, 225, 225]
(7.53, 9.13), (7.53, 9.05), [225, 225, 225]
(13.16, 15.02), (13.2, 14.98), [0, 0, 0]
(11.17, 9.26), (11.17, 9.24), [225, 225, 225]
(22.1, 4.27), (22.1, 4.25), [225, 225, 225]
(22.69, 5.96), (22.69, 5.93), [225, 225, 225]
(4.91, 1.07), (4.91, 1.04), [225, 225, 225]
(1.08, 5.06), (1.08, 5.03), [225, 225, 225]
(9.72, 9.13), (9.72, 9.1), [225, 225, 225]
(19.66, 9.1), (19.66, 9.07), [225, 225, 225]
(22.84, 7.47), (22.84, 7.45), [225, 225, 225]
(22.7, 10.17), (22.67, 10.18), [225, 225, 225]
(12.11, 14.94), (12.08, 14.9), [0, 0, 0]
(14.38, 14.69), (14.45, 14.61), [225, 225, 225]
(2.1, 10.89), (2.1, 10.87), [225, 225, 225]
(5.52, 15.07), (5.52, 15.04), [225, 225, 225]
(20.99, 7.58), (20.99, 7.56), [225, 225, 225]
(12.82, 11.75), (12.85, 11.74), [0, 0, 0]
(0.46, 6.8), (0.46, 6.77), [225, 225, 225]
(7.9, 12.33), (7.9, 12.3), [225, 225, 225]
(9.63, 5.03), (9.63, 5.01), [225, 225, 225]
(12.5, 19.28), (12.5, 19.25), [225, 225, 225]
(10.68, 2.37), (10.68, 2.35), [225, 225, 225]
(18.47, 14.82), (18.5, 14.81), [225, 225, 225]
(17.08, 6.95), (17.05, 6.94), [225, 225, 225]
(2.19, 4.49), (2.19, 4.46), [225, 225, 225]
(22.38, 5.22), (22.38, 5.2), [225, 225, 225]
(6.14, 3.13), (6.14, 3.11), [225, 225, 225]
(3.61, 18.79), (3.61, 18.76), [225, 225, 225]
(13.35, 15.44), (13.44, 15.33), [0, 0, 0]
(11.93, 14.2), (11.83, 14.34), [0, 0, 0]
(10.83, 14.56), (10.83, 14.53), [225, 225, 225]
(24.85, 8.51), (24.85, 8.48), [225, 225, 225]
(11.27, 5.39), (11.14, 5.51), [0, 0, 0]
(21.58, 10.5), (21.56, 10.45), [225, 225, 225]
(13.15, 1.26), (13.15, 1.23), [225, 225, 225]
(24.44, 2.92), (24.44, 2.89), [225, 225, 225]
(22.5, 9.78), (22.5, 9.75), [225, 225, 225]
(21.98, 4.63), (21.98, 4.6), [225, 225, 225]
(3.3, 4.49), (3.3, 4.46), [225, 225, 225]
(6.98, 0.18), (6.98, 0.15), [225, 225, 225]
(20.75, 5.22), (20.74, 5.14), [225, 225, 225]
(7.25, 18.98), (7.25, 18.95), [225, 225, 225]
(17.62, 10.93), (17.68, 10.94), [0, 0, 0]
(11.6, 1.21), (11.6, 1.18), [225, 225, 225]
(16.18, 15.05), (16.16, 15.07), [225, 225, 225]
(6.97, 11.31), (6.92, 11.37), [225, 225, 225]
(8.67, 4.22), (8.67, 4.19), [225, 225, 225]
(4.69, 4.71), (4.69, 4.68), [225, 225, 225]
(2.04, 16.81), (2.04, 16.78), [225, 225, 225]
(13.38, 13.87), (13.41, 13.86), [0, 0, 0]
(12.07, 2.13), (12.07, 2.1), [225, 225, 225]
(22.04, 9.64), (22.04, 9.62), [225, 225, 225]
(12.28, 12.54), (12.34, 12.53), [0, 0, 0]
(2.25, 8.59), (2.25, 8.56), [225, 225, 225]
(17.69, 16.21), (17.74, 16.18), [225, 225, 225]
(11.05, 14.04), (11.05, 14.01), [225, 225, 225]
(3.52, 8.6), (3.45, 8.66), [225, 225, 225]
(24.88, 3.78), (24.88, 3.76), [225, 225, 225]
(24.34, 12.19), (24.31, 12.18), [225, 225, 225]
(19.0, 14.22), (19.03, 14.21), [225, 225, 225]
(6.02, 5.49), (6.02, 5.47), [225, 225, 225]
(22.8, 13.14), (22.88, 13.18), [225, 225, 225]
(1.45, 4.0), (1.45, 3.97), [225, 225, 225]
(19.41, 13.63), (19.47, 13.61), [225, 225, 225]
(4.17, 1.4), (4.17, 1.37), [225, 225, 225]
(22.84, 8.75), (22.84, 8.72), [225, 225, 225]
(24.88, 1.4), (24.88, 1.37), [225, 225, 225]
(13.31, 3.13), (13.3, 3.21), [225, 225, 225]
(10.46, 11.98), (10.46, 11.95), [225, 225, 225]
(13.59, 3.7), (13.63, 3.62), [225, 225, 225]
(9.54, 16.64), (9.54, 16.62), [225, 225, 225]
(1.08, 7.39), (1.08, 7.37), [225, 225, 225]
(1.08, 12.47), (1.08, 12.44), [225, 225, 225]
(2.01, 8.32), (2.01, 8.29), [225, 225, 225]
(0.56, 5.39), (0.56, 5.36), [225, 225, 225]
(11.71, 5.47), (11.56, 5.44), [0, 0, 0]
(3.15, 0.42), (3.15, 0.39), [225, 225, 225]
(12.59, 15.54), (12.66, 15.66), [225, 225, 225]
(23.86, 5.39), (23.86, 5.36), [225, 225, 225]
(12.65, 5.83), (12.72, 5.89), [225, 225, 225]
(7.72, 6.93), (7.72, 6.9), [225, 225, 225]
(16.1, 9.53), (16.13, 9.52), [0, 0, 0]
(17.69, 6.63), (17.69, 6.61), [225, 225, 225]
(3.18, 16.67), (3.18, 16.64), [225, 225, 225]
(15.32, 7.55), (15.23, 7.53), [225, 225, 225]
(10.52, 12.22), (10.52, 12.19), [225, 225, 225]
(22.41, 8.13), (22.41, 8.1), [225, 225, 225]
(7.28, 8.45), (7.22, 8.43), [225, 225, 225]
(2.93, 6.88), (2.93, 6.85), [225, 225, 225]
(7.53, 6.5), (7.53, 6.47), [225, 225, 225]
(19.79, 10.18), (19.84, 10.16), [225, 225, 225]
(16.53, 18.84), (16.62, 18.82), [225, 225, 225]
(8.43, 11.35), (8.43, 11.33), [225, 225, 225]
(6.57, 18.6), (6.57, 18.57), [225, 225, 225]
(14.42, 15.17), (14.47, 15.16), [225, 225, 225]
(20.62, 0.85), (20.62, 0.83), [225, 225, 225]
(6.51, 4.44), (6.51, 4.41), [225, 225, 225]
(17.08, 12.32), (17.11, 12.31), [0, 0, 0]
(3.61, 4.49), (3.61, 4.46), [225, 225, 225]
(1.14, 2.08), (1.14, 2.05), [225, 225, 225]
(18.94, 11.25), (18.9, 11.21), [0, 0, 0]
(13.13, 14.22), (13.16, 14.21), [0, 0, 0]
(10.77, 8.94), (10.77, 8.91), [225, 225, 225]
(4.29, 7.96), (4.29, 7.94), [225, 225, 225]
(4.23, 14.42), (4.23, 14.39), [225, 225, 225]
(3.86, 17.65), (3.86, 17.62), [225, 225, 225]
(4.51, 9.93), (4.38, 9.93), [225, 225, 225]
(11.48, 1.91), (11.48, 1.89), [225, 225, 225]
(21.02, 4.22), (21.02, 4.19), [225, 225, 225]
(4.78, 3.68), (4.78, 3.65), [225, 225, 225]
(2.59, 11.35), (2.59, 11.33), [225, 225, 225]
(14.99, 13.19), (15.01, 13.18), [0, 0, 0]
(4.01, 2.62), (4.01, 2.59), [225, 225, 225]
(12.91, 5.84), (12.95, 5.77), [225, 225, 225]
(12.21, 11.89), (12.24, 11.88), [0, 0, 0]
(15.44, 11.55), (15.49, 11.51), [0, 0, 0]
(8.33, 17.87), (8.33, 17.84), [225, 225, 225]
(24.63, 10.08), (24.63, 10.05), [225, 225, 225]
(1.3, 13.71), (1.3, 13.69), [225, 225, 225]
(21.79, 2.62), (21.79, 2.59), [225, 225, 225]
(5.4, 15.61), (5.4, 15.59), [225, 225, 225]
(4.17, 16.35), (4.17, 16.32), [225, 225, 225]
(15.34, 0.63), (15.28, 0.57), [225, 225, 225]
(7.31, 0.56), (7.31, 0.53), [225, 225, 225]
(7.75, 14.2), (7.75, 14.18), [225, 225, 225]
(0.93, 12.63), (0.93, 12.6), [225, 225, 225]
(21.76, 4.19), (21.76, 4.16), [225, 225, 225]
